Latitude,Longitude,Price_INR,Locality,SuperBuiltUpArea_sqft
17.332956,78.597154,13270000,Kondapur,1902
12.931531,80.258378,8630000,Adyar,1025
13.009333,80.328385,16590000,Porur,1918
17.450008,78.520839,14170000,Kondapur,1850
17.309112,78.359792,4340000,Kondapur,612
22.636646,88.47048,5930000,Tollygunge,750
13.122025,80.245251,46970000,T Nagar,3748
12.83989,77.657239,13870000,HSR Layout,1149
22.469404,88.325192,12290000,Tollygunge,1555
28.671303,77.459638,14380000,Gurugram-Sector 56,1238
13.096481,80.342628,12780000,Porur,1246
22.648083,88.380391,6340000,Salt Lake,812
18.970817,72.924219,37130000,Andheri West,2527
13.108438,77.71054,42810000,Indiranagar,3106
17.285673,78.353563,6650000,Madhapur,893
19.206529,72.916783,44320000,Bandra West,2079
28.401191,77.114044,21440000,Gurugram-DLF Phase 3,2776
12.916897,80.318878,25080000,Sholinganallur,3248
28.668015,77.008154,4860000,Faridabad-Sector 21,546
12.99575,77.514251,12890000,Yelahanka,1680
17.429327,78.448275,8380000,Kukatpally,1145
23.011325,72.683359,4490000,Prahlad Nagar,827
12.949149,80.289975,14490000,Anna Nagar,1684
28.432982,77.162561,33760000,Noida-Sector 62,3913
13.073876,80.249032,7810000,OMR,1095
18.545237,73.86212,4330000,Baner,622
18.59036,73.940317,20010000,Kothrud,1943
23.094105,72.533024,12770000,Bodakdev,2300
12.848618,77.598844,58680000,Electronic City,6725
17.258774,78.346398,14780000,Madhapur,2268
22.554384,88.438228,6170000,Jadavpur,857
17.30799,78.440826,31660000,Gachibowli,2794
28.593276,77.286943,36880000,Gurugram-Sector 56,2969
19.000201,72.854568,17290000,Thane West,1070
28.465569,77.497999,16880000,Ghaziabad-Indirapuram,2262
22.952154,72.430127,2040000,Vastrapur,469
22.911857,72.48314,12540000,Bodakdev,2568
12.932533,80.190834,5360000,Velachery,574
13.079405,80.237483,13650000,Sholinganallur,1435
17.281289,78.343797,11040000,Jubilee Hills,1473
17.278906,78.300764,17140000,Jubilee Hills,2363
13.032943,77.480897,45110000,Koramangala,3921
12.959054,80.166319,18320000,OMR,1799
17.334263,78.483575,13160000,Banjara Hills,1698
22.456921,88.351109,9350000,Behala,1170
19.216403,72.871161,25180000,Bandra West,1758
13.036247,80.275133,9020000,Sholinganallur,989
13.132262,80.219606,19270000,Sholinganallur,2547
18.571136,73.896965,15650000,Aundh,1873
22.50072,88.351136,27090000,Tollygunge,3250
12.822958,77.759009,15060000,Banashankari,1816
28.563276,76.992152,12570000,Faridabad-Sector 21,1579
12.922412,80.312701,36280000,Velachery,3637
13.061543,80.329035,36640000,T Nagar,3973
12.948362,80.303762,26560000,Adyar,2972
22.574877,88.360196,5200000,Behala,663
19.143153,72.812679,24740000,Andheri West,1741
17.370903,78.38291,5010000,Kondapur,748
28.590884,76.925745,20130000,Dwarka,1881
13.076037,77.635718,16980000,Koramangala,1740
12.975471,77.60785,21350000,Whitefield,1907
22.997964,72.527821,11990000,Bodakdev,2046
19.035683,72.811636,13900000,Vile Parle,824
13.105764,77.683969,23370000,Whitefield,2506
17.309594,78.506241,5300000,Gachibowli,782
13.103817,77.536521,31440000,Sarjapur Road,3402
18.603706,73.855468,30800000,Hinjawadi,3366
28.627063,77.036754,28950000,Dwarka,3465
19.103355,72.881643,23910000,Mulund,1416
18.599911,73.880457,13780000,Hinjawadi,1430
18.490146,73.773251,9890000,Baner,1245
28.501318,77.041097,21460000,Faridabad-Sector 21,1826
19.272325,72.813507,26510000,Navi Mumbai-Kharghar,1794
28.760239,77.23195,5240000,Faridabad-Sector 21,700
18.546872,73.883342,28740000,Viman Nagar,2805
13.032537,77.751741,12460000,Yelahanka,1417
12.97652,80.281685,11440000,Velachery,1356
12.964184,80.267983,22780000,Porur,2485
13.106268,77.724359,14430000,Banashankari,1516
13.035873,80.266196,12160000,Anna Nagar,1617
28.72905,77.365327,17880000,Noida-Sector 62,1957
17.480217,78.411095,14350000,Manikonda,1753
28.685225,77.389804,11860000,Gurugram-Sector 56,1397
22.589766,88.457044,8550000,Rajarhat,1101
18.525102,73.773464,28280000,Baner,3406
13.192589,80.271816,7370000,T Nagar,985
28.492588,77.242086,28260000,Ghaziabad-Indirapuram,3181
12.921292,80.267717,4880000,Anna Nagar,619
19.247014,72.762754,38180000,Powai,2439
13.123276,77.457455,10120000,Marathahalli,1273
12.941659,77.568081,14690000,Marathahalli,1505
13.061785,77.576695,22140000,HSR Layout,2454
23.053975,72.554724,7130000,Prahlad Nagar,1343
18.525654,73.800434,7210000,Hinjawadi,1021
19.201725,72.918119,40310000,Mulund,2072
18.938945,72.80998,18110000,Vile Parle,1123
13.199052,80.154608,16930000,T Nagar,1867
18.532508,73.886955,5730000,Kharadi,750
17.356507,78.334858,7120000,Banjara Hills,722
12.932776,77.516602,23170000,Banashankari,1932
13.048282,77.658232,19190000,Hebbal,2055
23.138348,72.650625,11040000,Satellite,2000
22.557669,88.3129,9640000,Tollygunge,1514
17.454666,78.362416,26490000,Manikonda,2652
12.967887,77.473427,14420000,Koramangala,1580
23.122107,72.498918,5930000,Prahlad Nagar,1184
13.065788,77.522106,8230000,Marathahalli,778
13.071219,80.246323,10510000,Anna Nagar,1052
13.186447,80.349216,9240000,Velachery,1134
13.137344,77.486854,22100000,Marathahalli,2282
17.31751,78.539521,7710000,Madhapur,1065
19.071941,72.83187,53900000,Goregaon East,2759
12.928571,80.344425,26970000,Porur,3044
18.486037,73.899432,14370000,Viman Nagar,1573
12.950874,80.309589,17830000,T Nagar,1912
28.683284,76.948025,28410000,Ghaziabad-Indirapuram,2777
28.326803,77.0953,15300000,Gurugram-DLF Phase 3,1604
13.051646,80.247226,23810000,Sholinganallur,2662
17.454644,78.426906,20630000,Kukatpally,2023
17.388639,78.520105,11210000,Gachibowli,1520
23.062481,72.574049,15010000,Bopal,2728
12.877898,77.469546,21490000,Hebbal,1576
28.318436,77.342385,15770000,Faridabad-Sector 21,1675
12.967647,80.294886,13710000,Porur,1478
12.875933,77.762666,21660000,Marathahalli,2707
18.971955,72.91841,20450000,Thane West,1473
22.594505,88.379472,12610000,New Town,1800
18.470443,73.886466,7320000,Hinjawadi,818
22.624945,88.40679,31790000,Salt Lake,3362
12.896343,77.78009,21300000,Hebbal,2254
13.102723,77.792001,7130000,Whitefield,866
19.090189,72.770556,20040000,Thane West,1441
23.051489,72.472004,5740000,Maninagar,1079
22.626874,88.453282,18250000,Tollygunge,2549
18.939615,72.815783,19710000,Vile Parle,1247
12.952459,77.468428,21730000,Koramangala,2289
28.417383,77.073302,19400000,Gurugram-DLF Phase 3,2267
13.019055,77.558334,14080000,Banashankari,1623
17.329276,78.496798,6820000,Madhapur,942
12.900793,77.460558,3880000,Banashankari,527
17.530051,78.338772,4670000,Gachibowli,638
13.12814,80.266248,16480000,Porur,1985
12.85001,77.539956,13050000,Banashankari,1823
13.01293,77.736685,16100000,Banashankari,1894
19.104677,72.795513,30420000,Vile Parle,1847
22.98165,72.540722,8320000,Prahlad Nagar,1958
22.936515,72.63903,5810000,Vastrapur,1145
23.066734,72.522852,2230000,Prahlad Nagar,550
22.608424,88.389894,3160000,New Town,555
28.59574,76.930006,6540000,Gurugram-DLF Phase 3,773
12.986941,77.647949,9910000,Sarjapur Road,1050
18.605252,73.806128,14890000,Hinjawadi,1756
17.476963,78.369885,52300000,Jubilee Hills,5774
13.126585,77.79688,14120000,Yelahanka,1606
18.475419,73.841705,18770000,Aundh,1910
22.583163,88.362286,12530000,New Town,1640
19.162586,72.912801,27800000,Andheri West,1770
18.59362,73.850908,11180000,Aundh,1323
28.78615,77.465398,8300000,Gurugram-Sector 56,1059
18.631834,73.831689,9570000,Baner,954
12.835631,77.488704,26320000,Marathahalli,2542
28.773756,76.904736,26880000,Dwarka,2838
28.672176,77.468962,23690000,Gurugram-DLF Phase 3,3898
13.060179,80.272503,12580000,Anna Nagar,1304
19.155274,72.802326,8340000,Goregaon East,677
12.939612,77.69479,33990000,Banashankari,2806
22.473293,88.361707,27120000,Rajarhat,2591
13.124234,77.63754,16470000,Banashankari,1343
17.473771,78.378439,5820000,Kukatpally,808
28.398076,77.251951,22810000,Ghaziabad-Indirapuram,2050
28.761514,77.192432,10330000,Faridabad-Sector 21,1444
17.393219,78.599515,6080000,Kukatpally,711
17.270867,78.512682,26820000,Kondapur,2894
23.076905,72.621347,9390000,Satellite,1791
13.18339,80.156473,34480000,Velachery,2881
13.069393,77.5084,21750000,Hebbal,2194
18.528035,73.942026,11440000,Wakad,1419
23.008648,72.648789,2910000,Prahlad Nagar,569
22.622598,88.406709,8450000,New Town,1144
13.129117,80.347002,12870000,Anna Nagar,1594
17.52504,78.417321,13350000,Manikonda,1647
18.548146,73.935078,18510000,Kothrud,1984
28.478998,77.063719,22870000,Gurugram-Sector 56,2313
22.915836,72.499096,9410000,Maninagar,1878
18.57647,73.806868,24600000,Kothrud,2508
28.533732,77.479533,26470000,Noida-Sector 76,2945
12.941155,80.324208,11500000,Porur,1443
19.210924,72.75636,19560000,Andheri West,1567
18.612656,73.893595,11180000,Baner,1302
18.915099,72.897029,62060000,Thane West,3441
13.117073,77.732949,10660000,Koramangala,1235
19.202677,72.796244,33490000,Vile Parle,1761
13.128056,80.176539,22220000,Velachery,2420
19.284712,72.903619,28460000,Navi Mumbai-Kharghar,1980
19.22865,72.805992,14600000,Powai,1064
28.797563,77.267779,8990000,Noida-Sector 62,1076
17.339321,78.450226,5390000,Banjara Hills,745
28.52674,77.246839,23800000,Gurugram-Sector 56,2637
22.47476,88.374836,26760000,Rajarhat,2848
22.956035,72.50555,9920000,Bodakdev,1882
19.03583,72.826807,38610000,Bandra West,2199
22.940437,72.585963,15870000,Satellite,2998
28.734642,76.906507,31960000,Ghaziabad-Indirapuram,2613
13.048513,80.245736,19360000,Sholinganallur,1813
19.221447,72.806361,16110000,Thane West,1007
13.117412,80.290916,10080000,T Nagar,1352
17.519556,78.544557,20180000,Banjara Hills,2789
17.520204,78.533395,8740000,Kondapur,1147
17.514949,78.53188,12910000,Madhapur,1759
13.172505,80.344553,18240000,Adyar,1893
19.248849,72.806799,36150000,Powai,2701
13.116164,80.167936,17320000,Velachery,2096
22.620007,88.464024,12210000,New Town,1541
28.43121,77.023821,6180000,Gurugram-Sector 56,725
13.114064,77.54408,21630000,Sarjapur Road,2540
28.37617,77.039095,17700000,Dwarka,1794
22.588428,88.397482,15410000,Tollygunge,2198
13.05152,80.203391,16250000,Velachery,1752
23.051364,72.537212,13150000,Thaltej,2676
13.01258,80.230724,5200000,Porur,623
28.379027,77.070526,11720000,Faridabad-Sector 21,1503
22.518533,88.334969,25880000,Tollygunge,2915
17.527772,78.498951,50630000,Kondapur,6118
22.569614,88.323688,16340000,Behala,2019
28.647718,76.97767,28810000,Ghaziabad-Indirapuram,3207
22.535605,88.48586,16530000,Rajarhat,2371
17.304628,78.515917,12710000,Banjara Hills,1349
19.105948,72.760522,24020000,Navi Mumbai-Kharghar,1700
28.407743,77.468773,21410000,Faridabad-Sector 21,2501
18.921358,72.763092,31100000,Mulund,1935
28.345562,76.938537,11250000,Noida-Sector 62,1382
13.120694,80.288608,5950000,OMR,690
19.132155,72.866178,48770000,Thane West,3189
28.680679,77.236905,25270000,Faridabad-Sector 21,1957
18.944326,72.850679,10790000,Mulund,709
22.455186,88.441151,28640000,Salt Lake,3443
22.966338,72.483752,4410000,Vastrapur,878
12.975886,80.182943,10280000,Velachery,1106
22.631081,88.498533,14010000,Tollygunge,1676
28.706777,77.035856,3850000,Faridabad-Sector 21,472
17.29231,78.482933,13010000,Gachibowli,1858
13.17982,80.28937,11230000,Velachery,1149
12.987156,77.75436,26570000,Banashankari,2389
13.184666,80.306535,5580000,Anna Nagar,684
12.905612,80.326885,10230000,OMR,1304
12.914438,77.701473,22190000,Yelahanka,2366
18.549168,73.936653,8640000,Kharadi,1134
17.459438,78.486179,22790000,Banjara Hills,2942
23.066564,72.431441,5960000,Prahlad Nagar,1205
17.467457,78.302147,10900000,Banjara Hills,1566
22.528699,88.338387,15080000,Salt Lake,1987
19.1262,72.879576,38240000,Thane West,2196
18.556296,73.902712,21230000,Kothrud,3090
28.392287,77.398026,14310000,Ghaziabad-Indirapuram,1502
19.08178,72.948529,19560000,Bandra West,1254
22.946057,72.629008,33700000,Prahlad Nagar,5296
19.104544,72.75449,40360000,Andheri West,2090
17.519901,78.364433,36430000,Gachibowli,4020
12.989339,80.175674,19570000,Adyar,1600
18.456197,73.822313,23400000,Wakad,2839
22.993199,72.630961,2800000,Bopal,762
23.10173,72.653121,16830000,Bodakdev,2569
22.519929,88.445656,4910000,Tollygunge,684
22.512111,88.384263,39350000,Tollygunge,4662
22.600104,88.380724,43690000,Rajarhat,6069
12.917546,80.298655,20300000,Sholinganallur,2106
18.959261,72.943917,21430000,Thane West,1537
22.962125,72.664213,28870000,Bopal,6778
23.01866,72.591036,16420000,Prahlad Nagar,2831
18.463336,73.873162,25000000,Hinjawadi,2849
22.92535,72.697771,7670000,Satellite,1249
22.56057,88.408945,11010000,Rajarhat,1337
17.407487,78.557482,17870000,Kondapur,2518
13.143169,77.498019,21890000,Sarjapur Road,2533
12.841949,77.604715,22850000,Whitefield,2594
18.483798,73.936444,18980000,Kothrud,2381
28.34214,77.070885,15770000,Gurugram-Sector 56,1871
18.586964,73.835634,46430000,Kothrud,4266
18.542793,73.849204,12600000,Viman Nagar,1385
22.478221,88.34538,7300000,Jadavpur,1126
18.98931,72.750761,30780000,Mulund,1622
19.10089,72.887073,37820000,Bandra West,2155
17.463568,78.490795,10500000,Manikonda,1342
12.949242,80.326356,33800000,Anna Nagar,4478
17.475172,78.431862,15380000,Madhapur,1892
18.924599,72.861201,42150000,Navi Mumbai-Kharghar,2272
18.962476,72.93087,33500000,Andheri West,2118
12.909357,77.772689,23350000,Yelahanka,2111
23.034803,72.672089,11210000,Maninagar,1867
22.516149,88.47595,14280000,Tollygunge,1844
18.483849,73.830004,9130000,Viman Nagar,825
22.91899,72.614131,3430000,Prahlad Nagar,762
22.592505,88.395839,15480000,Rajarhat,2021
22.62537,88.362692,5180000,Behala,697
13.007262,77.758177,14980000,HSR Layout,1781
22.951063,72.63048,6770000,Thaltej,1507
22.981437,72.564519,16530000,Thaltej,2682
19.20676,72.762492,24680000,Bandra West,1592
22.493727,88.355555,11390000,New Town,1531
19.023898,72.943009,6860000,Navi Mumbai-Kharghar,527
19.167021,72.795957,5610000,Andheri West,499
17.281425,78.491696,14870000,Manikonda,1766
13.085695,80.268791,4800000,Porur,553
22.610092,88.447669,14380000,Rajarhat,1895
18.996748,72.880696,26690000,Goregaon East,1708
18.557342,73.860998,8580000,Viman Nagar,1207
22.545728,88.326643,13430000,Behala,1552
18.522906,73.84445,26910000,Kharadi,3347
18.458781,73.754754,7340000,Kharadi,872
23.031531,72.53088,9430000,Satellite,1789
28.553121,77.290441,14790000,Dwarka,1795
19.257507,72.842933,23940000,Andheri West,1626
22.527566,88.430359,8850000,Tollygunge,1213
17.427292,78.490779,19060000,Manikonda,1791
22.473866,88.483107,14270000,Tollygunge,1918
18.997424,72.832108,37600000,Mulund,2092
23.068508,72.698426,6210000,Satellite,1196
22.499851,88.328366,12080000,New Town,1779
23.004224,72.524463,10720000,Thaltej,2021
28.523749,77.393507,15620000,Faridabad-Sector 21,2034
12.963574,77.76407,22370000,Hebbal,2145
28.406905,77.389586,12830000,Noida-Sector 62,1267
18.505435,73.864434,10800000,Aundh,1323
22.463761,88.375669,19850000,Behala,2383
23.10057,72.494978,5000000,Prahlad Nagar,995
22.50879,88.396365,20480000,Jadavpur,2518
12.96571,77.714999,10690000,Sarjapur Road,1066
19.261874,72.854033,10840000,Bandra West,772
28.719297,77.335124,30790000,Noida-Sector 76,3351
22.511284,88.455541,19900000,Rajarhat,2221
17.334023,78.356,10810000,Gachibowli,1439
12.970924,77.519619,5030000,Sarjapur Road,563
12.995443,80.320945,5590000,Velachery,724
22.528778,88.36936,9390000,Behala,1129
12.919062,80.332635,13700000,Adyar,1553
28.574555,76.960213,7160000,Gurugram-Sector 56,641
13.035549,80.310146,3870000,OMR,498
13.097016,80.19461,32450000,Anna Nagar,3966
28.636667,76.99238,15040000,Dwarka,1472
22.518954,88.483402,14450000,Rajarhat,2457
13.050739,77.626327,68130000,HSR Layout,6149
28.39022,77.220141,9860000,Ghaziabad-Indirapuram,1037
28.467529,77.287572,8090000,Gurugram-DLF Phase 3,859
13.084144,77.516732,21950000,Hebbal,1944
12.958204,80.182128,23670000,OMR,2710
23.096097,72.449471,19970000,Thaltej,3406
23.012863,72.424811,8460000,Vastrapur,1497
18.462474,73.772898,8600000,Kothrud,1066
18.974961,72.930144,21750000,Thane West,1461
12.98138,77.467069,14700000,Indiranagar,1787
17.38279,78.346135,21120000,Kondapur,3184
12.952529,77.792404,26750000,Yelahanka,2592
12.960232,77.53014,13700000,Indiranagar,1614
22.978824,72.433226,7440000,Bopal,1685
13.144265,77.765809,5490000,Yelahanka,746
28.486849,77.158365,8900000,Gurugram-DLF Phase 3,856
18.604082,73.930841,17690000,Aundh,2191
19.284886,72.93752,15620000,Andheri West,941
18.627622,73.874172,16260000,Kharadi,1877
23.142288,72.559624,13060000,Maninagar,2321
22.917672,72.578985,5800000,Prahlad Nagar,1125
13.105716,77.705561,12840000,Electronic City,1456
12.953139,80.167293,4600000,Adyar,597
18.923088,72.78976,8220000,Andheri West,553
19.190199,72.946628,43770000,Thane West,2459
18.619727,73.843249,48150000,Aundh,5688
22.639471,88.303609,5010000,Salt Lake,778
23.087691,72.541237,7740000,Prahlad Nagar,1657
18.499868,73.948368,13720000,Kothrud,1461
22.941063,72.647372,2770000,Bopal,580
17.415121,78.552319,21500000,Banjara Hills,2408
18.616939,73.845851,19320000,Wakad,1998
17.443883,78.349854,25550000,Gachibowli,3804
12.997377,77.503848,4990000,Whitefield,741
22.579734,88.385179,11470000,Behala,1481
22.91606,72.469903,2610000,Prahlad Nagar,604
18.510378,73.754633,14360000,Kothrud,1602
19.139351,72.759497,33260000,Navi Mumbai-Kharghar,1973
17.460241,78.560557,5160000,Manikonda,743
22.517917,88.465165,9180000,Rajarhat,1366
28.712893,77.167416,33740000,Ghaziabad-Indirapuram,2705
12.967959,80.31084,26450000,T Nagar,2677
17.471258,78.369387,20670000,Madhapur,2494
23.116158,72.631795,7070000,Thaltej,1333
19.281603,72.794463,52770000,Bandra West,3465
22.942001,72.409156,43530000,Maninagar,6201
22.611585,88.334803,5090000,New Town,692
22.916784,72.56676,16290000,Prahlad Nagar,3004
17.548398,78.361872,13420000,Manikonda,1874
18.635846,73.87362,13300000,Hinjawadi,1552
28.369811,77.013557,24030000,Noida-Sector 76,2592
18.501683,73.774214,26710000,Kothrud,2896
28.440486,77.230289,8980000,Dwarka,1112
18.479359,73.796103,8490000,Hinjawadi,977
17.318012,78.551676,13680000,Manikonda,1693
13.146053,80.337507,28710000,Velachery,2829
12.842135,77.593748,14180000,Sarjapur Road,1907
18.546044,73.946151,33580000,Viman Nagar,3323
13.005749,77.450651,15440000,HSR Layout,1732
13.164679,80.348115,18550000,OMR,2105
22.635768,88.32542,30400000,New Town,3603
17.303869,78.44751,28480000,Kondapur,3215
23.073054,72.643686,13390000,Bopal,2152
17.458292,78.593043,10450000,Jubilee Hills,1056
18.542719,73.753676,8570000,Kharadi,1064
12.879398,77.796508,17540000,Marathahalli,1878
22.520707,88.319648,17780000,Jadavpur,2634
12.85836,77.648637,26650000,Indiranagar,3091
28.731229,77.010446,20360000,Faridabad-Sector 21,2541
28.440342,77.384535,11300000,Noida-Sector 76,1163
13.147897,80.23645,20900000,Anna Nagar,2471
17.320213,78.420837,12170000,Manikonda,1495
17.302428,78.565488,18800000,Madhapur,2648
17.382232,78.476038,5690000,Madhapur,707
22.61095,88.425203,8370000,Rajarhat,1142
19.27832,72.948775,7900000,Andheri West,590
28.612659,77.077352,5940000,Gurugram-DLF Phase 3,688
19.031793,72.827801,43310000,Navi Mumbai-Kharghar,2284
19.036084,72.903757,40400000,Mulund,2643
28.710872,76.928373,14570000,Dwarka,1400
28.582537,77.072312,8630000,Faridabad-Sector 21,1121
28.526133,77.19276,36070000,Gurugram-DLF Phase 3,3552
22.649721,88.406067,12900000,Behala,1622
12.935071,77.613794,16090000,Indiranagar,1827
28.414952,76.919641,23890000,Dwarka,2985
12.969132,80.186087,56830000,Adyar,5385
23.1012,72.517937,7700000,Maninagar,1557
18.520451,73.804668,41650000,Hinjawadi,4270
22.622307,88.32563,9560000,Behala,1201
17.335042,78.512127,16070000,Jubilee Hills,1940
18.927957,72.893377,32690000,Powai,2152
22.94909,72.550387,8770000,Bopal,1589
12.950749,77.577646,22530000,HSR Layout,2606
28.617624,77.055208,26490000,Ghaziabad-Indirapuram,2289
18.519683,73.821345,33960000,Kothrud,3436
18.518914,73.879159,5780000,Viman Nagar,724
19.161935,72.87819,10620000,Navi Mumbai-Kharghar,681
19.155014,72.814127,83590000,Bandra West,4793
28.348336,77.180221,16850000,Noida-Sector 62,1919
19.280737,72.928975,59250000,Navi Mumbai-Kharghar,2570
17.325413,78.346904,28800000,Jubilee Hills,2819
28.468574,77.17981,20670000,Ghaziabad-Indirapuram,2187
12.982202,77.515846,12560000,Sarjapur Road,1623
17.335602,78.362067,16410000,Kondapur,2330
28.363021,77.054198,13990000,Ghaziabad-Indirapuram,1804
13.04048,77.724439,3460000,Sarjapur Road,406
13.008447,80.306397,13360000,T Nagar,1430
13.040563,77.745648,14340000,Yelahanka,1589
22.645549,88.424364,11480000,Jadavpur,1561
12.841677,77.65321,9430000,Sarjapur Road,1106
18.568804,73.885651,10830000,Aundh,1279
18.485376,73.866112,32820000,Baner,3602
18.509556,73.942108,13930000,Kharadi,1635
22.543707,88.309365,12960000,Behala,1747
18.971654,72.886308,9540000,Mulund,701
12.908924,80.311095,18440000,T Nagar,1858
28.367427,77.446947,6230000,Gurugram-Sector 56,653
17.447639,78.43923,12350000,Banjara Hills,1768
22.976192,72.654134,17270000,Satellite,3734
22.619431,88.361778,8910000,Rajarhat,1250
28.499407,77.210961,24300000,Noida-Sector 76,2156
17.416296,78.532638,5520000,Jubilee Hills,718
12.927361,77.630763,16510000,Banashankari,1727
13.156768,80.32253,3910000,Velachery,466
18.492708,73.759782,20790000,Kharadi,2738
22.965786,72.697297,15690000,Vastrapur,2915
22.575211,88.317219,7420000,Tollygunge,1019
22.62488,88.47884,18780000,Tollygunge,2469
23.106978,72.625312,13020000,Bodakdev,2967
13.099203,77.455714,4010000,Whitefield,457
17.511477,78.56736,9850000,Gachibowli,1438
17.465342,78.506024,29760000,Jubilee Hills,3434
17.522754,78.396082,13770000,Jubilee Hills,1722
13.119908,80.19203,6570000,Adyar,792
23.114399,72.631326,9740000,Satellite,2244
23.137334,72.42947,23400000,Bopal,3379
12.968968,77.727965,15130000,Sarjapur Road,1475
18.640882,73.948624,5910000,Wakad,732
23.133043,72.566071,6450000,Prahlad Nagar,1498
28.659203,77.09067,5820000,Noida-Sector 76,671
17.523221,78.539503,18290000,Kondapur,2706
17.49191,78.476965,12910000,Kukatpally,1707
28.368056,76.941566,15310000,Noida-Sector 62,1808
17.460111,78.306659,8050000,Madhapur,1127
19.107915,72.855297,75750000,Navi Mumbai-Kharghar,4067
13.146709,80.222411,18390000,Velachery,2237
19.290248,72.826002,25740000,Vile Parle,1592
18.910657,72.89443,31710000,Thane West,1831
17.498094,78.451117,18020000,Jubilee Hills,2843
23.039425,72.437616,9850000,Bopal,1751
18.598104,73.905606,14700000,Wakad,1543
19.109705,72.932057,9350000,Mulund,741
28.719554,77.230058,5490000,Dwarka,663
28.770847,77.045298,21130000,Gurugram-DLF Phase 3,2020
13.011617,80.285126,18490000,Sholinganallur,2385
12.929289,80.162153,31460000,T Nagar,3222
28.731048,77.275447,11980000,Noida-Sector 62,1159
23.021886,72.468291,8200000,Bodakdev,1675
17.379921,78.456513,5910000,Gachibowli,724
23.074321,72.552483,8450000,Prahlad Nagar,1602
28.610162,77.105076,20210000,Gurugram-DLF Phase 3,2466
22.527887,88.362809,29350000,Behala,3735
19.153445,72.93009,15660000,Navi Mumbai-Kharghar,1152
28.683851,77.491277,13910000,Noida-Sector 62,1503
19.146975,72.853527,29690000,Goregaon East,1810
28.363874,77.442693,26160000,Noida-Sector 76,2738
12.916194,80.346277,8480000,OMR,1031
12.823575,77.475735,16180000,Marathahalli,1631
12.925096,77.651234,14620000,Koramangala,1719
17.334404,78.429474,47210000,Jubilee Hills,5811
13.030288,80.254207,16860000,Sholinganallur,1661
12.827571,77.598273,19100000,Banashankari,2094
12.91609,80.322022,24050000,Porur,2927
28.524435,77.209345,21510000,Faridabad-Sector 21,2363
17.396134,78.56053,8290000,Kukatpally,1012
17.297274,78.531506,21060000,Banjara Hills,2531
18.59489,73.897566,18890000,Wakad,2205
23.063402,72.648871,7020000,Vastrapur,1470
13.08294,77.791808,34300000,HSR Layout,3829
28.75756,77.07808,20610000,Noida-Sector 62,2240
23.061105,72.652377,13220000,Maninagar,2257
22.936206,72.558776,13410000,Prahlad Nagar,2562
18.580474,73.916842,25700000,Hinjawadi,2530
18.480072,73.879646,7460000,Baner,1021
22.539501,88.385328,19880000,Tollygunge,2266
17.42683,78.481809,9650000,Jubilee Hills,1293
18.556899,73.842009,18230000,Baner,1887
18.625197,73.915834,18340000,Viman Nagar,1987
12.817068,77.562174,26330000,Sarjapur Road,2260
13.053745,77.499542,31590000,Koramangala,3809
18.509749,73.779166,14310000,Kothrud,1756
18.591337,73.782553,11510000,Baner,1399
28.644934,77.424233,16990000,Ghaziabad-Indirapuram,1629
12.859389,77.56524,9610000,Indiranagar,1032
18.608284,73.819306,25060000,Hinjawadi,2798
13.127903,80.266644,13410000,Adyar,1665
18.985258,72.930934,48970000,Goregaon East,2679
17.533665,78.43223,25490000,Madhapur,2673
17.342068,78.366791,11630000,Kukatpally,1576
22.91379,72.593038,6880000,Prahlad Nagar,1559
18.635107,73.944589,13020000,Baner,1756
17.475429,78.419124,12190000,Jubilee Hills,1511
22.560105,88.41321,12840000,Rajarhat,1875
13.030447,80.221599,28260000,Sholinganallur,2996
13.164004,80.160482,16660000,Porur,1445
17.373976,78.550163,13880000,Jubilee Hills,1845
23.110865,72.541035,3650000,Satellite,816
18.501992,73.839458,16860000,Hinjawadi,1631
12.823473,77.613554,22810000,Electronic City,2339
28.56219,77.383647,12040000,Ghaziabad-Indirapuram,1206
28.556563,77.143459,38030000,Ghaziabad-Indirapuram,3839
22.645248,88.419512,5070000,Salt Lake,654
22.980117,72.430017,7020000,Prahlad Nagar,1622
12.976642,80.287625,14540000,Porur,1667
22.520767,88.301284,11320000,Jadavpur,1609
18.61189,73.80332,21210000,Baner,2631
13.164101,80.165079,15800000,Sholinganallur,1663
22.908294,72.483245,17040000,Satellite,3148
22.982558,72.563859,7660000,Vastrapur,1407
22.451434,88.495317,14520000,Rajarhat,1708
12.840688,77.461911,8430000,Sarjapur Road,913
28.551819,77.090657,20220000,Ghaziabad-Indirapuram,1929
28.34793,77.23239,15990000,Noida-Sector 76,1999
17.345475,78.37222,6500000,Manikonda,815
22.908632,72.474012,8830000,Bopal,1830
18.457051,73.771783,20110000,Hinjawadi,2376
12.936672,77.686099,55800000,Electronic City,5614
13.023869,80.251979,14890000,Porur,1624
12.99484,77.56877,19480000,Koramangala,2392
22.481473,88.366635,21350000,Jadavpur,3101
18.525919,73.770308,25940000,Kharadi,2973
13.080464,77.456229,17480000,Koramangala,1401
18.646219,73.758471,10410000,Kharadi,1185
28.449765,77.33718,12850000,Noida-Sector 76,1401
12.971359,80.224197,27590000,Sholinganallur,2532
12.954652,80.223641,9070000,Adyar,925
13.096836,77.566051,28760000,HSR Layout,2765
22.976513,72.673031,10160000,Satellite,1805
